Id;Ime;Obdobje;Narodnost;Smer;Kraj 
3075;QUARENGHI, Giacomo;Neoclassicism;Italian;architect;St. Petersburg
629;CALLOIGNE, Jan Robert;Neoclassicism;French;sculptor;
2811;PALAMEDESZ., Palamedes;Baroque;Dutch;painter;Delft
2296;MORLAITER, Giovan Maria;Rococo;Italian;sculptor;Venice
2276;MONTORSOLI, Giovanni Angelo;High Renaissance;Italian;sculptor;Florence
3692;TIECK, Christian Friedrich;Neoclassicism;German;sculptor;Berlin
3260;ROSSELLINO, Bernardo;Early Renaissance;Italian;architect;Florence
2891;PEREYRA, Manuel;Baroque;Portuguese;sculptor;
2643;MOJA, Federico;Romanticism;Italian;painter;Venice
95;ANQUETIN. Louis;Impressionism;French;painter;Paris
3868;VASSÉ, Louis-Claude;Rococo;French;sculptor;Paris
3543;SPADARINO, lo;Baroque;Italian;painter;Rome
278;BUTTERI, Giovanni Maria;Mannerism;Italian;painter;Florence
2934;PICOU, Henri Pierre;Neoclassicism;French;painter;Paris
3240;ROMBOUTS, Theodor;Baroque;Flemish;painter;Antwerp
3533;SOMER, Hendrick van;Baroque;Dutch;painter;Naples
3843;VALCKENBORCH, Marten van I;Mannerism;Flemish;painter;Frankfurt am Main
1454;GAUGUIN, Paul;Impressionism;French;painter;
3593;STORCK, Jacobus;Baroque;Dutch;painter;Amsterdam
3295;RUSH, William;Romanticism;American;sculptor;
1103;DOMENICO DA TOLMEZZO;Early Renaissance;Italian;painter;Venice
3251;ROSI, Zanobi;Mannerism;Italian;painter;Florence
2299;MORO, Giuseppe del;Neoclassicism;Italian;painter;Florence
1300;FISCHER VON ERLACH, Johann Bernhard;Baroque;Austrian;architect;
3;ABAQUESNE, Masséot;High Renaissance;French;potter;
3561;STALBEMT, Adriaen van;Baroque;Flemish;painter;Antwerp
1192;ELINGA, Pieter Janssens;Baroque;Dutch;painter;Amsterdam
1444;GÄRTNER, Eduard;Romanticism;German;painter;Berlin
3525;SOLARI, Guiniforte;Early Renaissance;Italian;architect;Milan
2914;PETRINI, Giuseppe Antonio;Baroque;Swiss;painter;Lugano
419;BERNARDINO DEL SIGNORACCIO;Early Renaissance;Italian;painter;Pistoia
2995;POLACK, Jan;Northern Renaissance;Polish;painter;Munich
708;CARRACCI, Agostino;Baroque;Italian;painter;Bologna
2336;MANFREDI, Bartolomeo;Baroque;Italian;painter;Rome
2040;LECLERC, Jean;Baroque;French;painter;
3720;TOMA, Gioacchino;Realism;Italian;painter;Naples
2514;MATTEO DI PACINO;Medieval;Italian;painter;Florence
2459;MASTER of the Bambino Vispo;Early Renaissance;Italian;painter;Florence
2069;LEMOYNE, François;Baroque;French;painter;
1629;GRIMMER, Jacob;Mannerism;Flemish;painter;Antwerp
3053;PROCACCINI, Giulio Cesare;Baroque;Italian;painter;Milan
3400;SCHARDT, Johann Gregor van der;Baroque;Netherlandish;sculptor;
1141;DUBUFE, Claude-Marie;Neoclassicism;French;painter;Paris
3906;VERHAECHT, Tobias;Baroque;Flemish;painter;
3266;ROSSI, Properzia de';High Renaissance;Italian;sculptor;Bologna
877;COLOMBE, Jean;Northern Renaissance;French;illuminator;Bourges
1968;KRUMPER, Hans;Baroque;German;sculptor;
2374;MARMION, Simon;Northern Renaissance;French;painter;
1761;HONDECOETER, Gillis Claesz. d';Baroque;Dutch;painter;Amsterdam
1981;LABILLE-GUIARD, Adélaide;Rococo;French;painter;Paris
476;BLOCH, Carl Heinrich;Realism;Danish;painter;Copenhagen
2062;LELY, Sir Peter;Baroque;English;painter;London
870;COLIN, Alexandre-Marie;Romanticism;French;painter;
1012;DANDINI, Cesare;Baroque;Italian;painter;Florence
1335;FORRESTER, James;Rococo;Irish;painter;Rome
333;BEAUFORT, Jacques-Antoine;Neoclassicism;French;painter;
2610;MIGNARD, Pierre;Baroque;French;painter;
1879;JOUDERVILLE, Isaac de;Baroque;Dutch;painter;Leiden
2055;LEIBL, Wilhelm;Realism;German;painter;Munich
335;BEAUNEVEU, André;Medieval;French;illuminator;
2963;PILS, Isidore-Alexandre-Augustin;Realism;French;painter;
1687;HEADE, Martin Johnson;Realism;American;painter;
3503;SKARBINA, Franz;Impressionism;German;painter;Berlin
2476;MASTER of the Housebook;Northern Renaissance;German;painter;Mainz
3376;SASSETTA;Early Renaissance;Italian;painter;Siena
155;BACKER, Jacob Adriaensz.;Baroque;Dutch;painter;Amsterdam
3012;POORTER, Willem de;Baroque;Dutch;painter;Amsterdam
1186;EDLINGER, Johann Georg;Neoclassicism;German;painter;Munich
2534;MAZZIERE, Agnolo di Domenico;Early Renaissance;Italian;painter;Florence
3877;VEIT, Philipp;Romanticism;German;painter;
3800;UNKNOWN MASTERS, Flemish;Northern Renaissance;Flemish;painter;
1433;GANDOLFI, Ubaldo;Neoclassicism;Italian;painter;Bologna
1129;DRECHSLER, Johann Baptist;Rococo;Austrian;painter;Vienna
77;ANDREA di Vanni d'Andrea;Medieval;Italian;painter;Siena
1597;GRAEB, Carl Georg Anton;Realism;German;painter;Berlin
1813;ISENBRANT, Adriaen;Northern Renaissance;Flemish;painter;Bruges
2928;PICART, Jean Michel;Baroque;Flemish;painter;Paris
3349;SANCHEZ, Pedro;Early Renaissance;Spanish;painter;Seville
3550;SPEECKAERT, Michel Joseph;Rococo;Flemish;painter;Brussels
347;BEGA, Cornelis;Baroque;Dutch;painter;Haarlem
263;BUORA, Giovanni di Antonio;Early Renaissance;Italian;architect;Venice
1678;HABERT, François;Baroque;French;painter;Paris
1217;EVENEPOEL, Henri;Impressionism;Belgian;painter;Paris
3773;TSAFOURIS, Nikolaos;Medieval;Greek;painter;Crete
1963;KREUTZINGER, Joseph;Rococo;Austrian;painter;
3013;POPPI, Francesco;Mannerism;Italian;painter;Florence
1604;GRASSER, Erasmus;Northern Renaissance;German;sculptor;Munich
1440;GARNIER, François;Baroque;French;painter;Paris
673;CAPANNA, Puccio;Medieval;Italian;painter;Assisi
2923;PIANTA, Francesco;Baroque;Italian;sculptor;Venice
3403;SCHEDONI, Bartolomeo;Baroque;Italian;painter;Parma
2769;ORIOLI, Pietro di Francesco degli;Early Renaissance;Italian;painter;Siena
3962;VINNE, Vincent II Laurensz. van der;Baroque;Dutch;painter;Haarlem
3988;VOIS, Arie de;Baroque;Dutch;painter;Leiden
798;CHAUVIN, Pierre-Athanase;Romanticism;French;painter;Paris
1513;GILPIN, William Sawrey;Romanticism;English;painter;
872;COLLIER, Edwart;Baroque;Dutch;painter;
3665;TENIERS, David the Elder;Baroque;Flemish;painter;Antwerp
1830;JACOPINO DA TRADATE;Early Renaissance;Italian;sculptor;Milan
3885;VELDE, Peter van den;Baroque;Flemish;painter;Antwerp
2324;MURA, Francesco de;Baroque;Italian;painter;Naples
3129;REGOYOS Y VALDÉS, Dario de;Impressionism;Spanish;painter;
809;CHURRIGUERA, José Benito;Baroque;Spanish;architect;
4016;VUYSTINCK, Johannes;Northern Renaissance;Netherlandish;goldsmith;Utrecht
1747;HOECKE, Jan van den;Baroque;Flemish;painter;
4030;WATTS, Frederick Waters;Realism;English;painter;London
1530;GIOVANNI da Bologna ;Medieval;Italian;painter;
1882;JUANES, Juan de;Mannerism;Spanish;painter;
3083;QUERCIA, Priamo della;Early Renaissance;Italian;painter;Siena
1932;KNIP, Josephus Augustus;Romanticism;Dutch;painter;
1745;HODLER, Ferdinand;Impressionism;Swiss;painter;
3574;STEFANO DA ZEVIO;Early Renaissance;Italian;painter;Verona
3583;STEVENS, Pieter;Baroque;Flemish;painter;
427;BERTHOUD, Paul-François;Realism;French;sculptor;Paris
4087;WITTEN, Hans;Northern Renaissance;German;sculptor;Saxony
814;CIGNAROLI, Giambettino;Baroque;Italian;painter;Verona
1393;FROST, William Edward;Romanticism;English;painter;London
1565;GLOVER, John;Romanticism;English;painter;
2736;NUVOLONE, Carlo Francesco;Baroque;Italian;painter;Milan
684;CARBAJAL, Luis de;Mannerism;Spanish;painter;
1893;KEBERLIN, Michael;Mannerism;German;goldsmith;Augsburg
42;ALESSI, Galeazzo;Mannerism;Italian;architect;Genoa
3893;VERBOECKHOVEN, Louis-Charles;Romanticism;Belgian;painter;Brussels
3302;RUSUTI, Filippo;Medieval;Italian;painter;
4007;VREE, Nicolaes de;Baroque;Dutch;painter;Alkmaar
3133;REINAGLE, Philip;Rococo;English;painter;London
1768;HOPPNER, John;Neoclassicism;English;painter;London
233;BROWN, Mather;Neoclassicism;American;painter;London
3364;SANTI, Giovanni;Early Renaissance;Italian;painter;Urbino
3035;POZZO, Andrea;Baroque;Italian;painter;
3414;SCHMIDT, Martin Johann;Rococo;Austrian;painter;
2905;PESELLINO;Early Renaissance;Italian;painter;Florence
989;CRIVELLI, Taddeo;Early Renaissance;Italian;illuminator;Ferrara
138;ASTRUC, Zacharie;Impressionism;French;painter;Paris
1318;FOGOLINO, Marcello;High Renaissance;Italian;painter;
1684;HAYET, Louis;Impressionism;French;painter;
2958;PILGRAM, Anton;Early Renaissance;Austrian;sculptor;
4043;WEISSENBRUCH, Jan Hendrik;Impressionism;Dutch;painter;The Hague
1930;KNIP, Henriëtte;Realism;Dutch;painter;Brussels
96;ANSALDO, Giovanni Andrea;Baroque;Italian;painter;Genoa
272;BURY, Friedrich;Neoclassicism;German;painter;
2300;MORO, Lorenzo del;Rococo;Italian;painter;Florence
1958;KRAEN, Adriaen Jansz.;Baroque;Dutch;painter;Haarlem
2175;LÓPEZ Y PIQUER, Bernardo;Romanticism;Spanish;painter;Valencia
4109;YANEZ DE LA ALMEDINA, Fernando;High Renaissance;Spanish;painter;
2092;LETHIÈRE, Guillaume;Neoclassicism;French;painter;
1933;KNIP, Mattheus Derk;Romanticism;Dutch;painter;
2329;MUZIANO, Girolamo;Mannerism;Italian;painter;Rome
1278;FERRARI, Luca;Baroque;Italian;painter;
512;BOLLANDT, Heinrich;Baroque;German;painter;Bayreuth
528;BONINO DA CAMPIONE;Medieval;Italian;sculptor;
2061;LELIE, Adriaan de;Rococo;Dutch;painter;Amsterdam
2651;MOLINARI, Antonio;Baroque;Italian;painter;
1065;DEPPE, Ludwig;Romanticism;German;painter;Berlin
2295;MORISOT, Berthe;Impressionism;French;painter;Paris
101;ANTIGNA, Alexandre;Romanticism;French;painter;Paris
4150;ZURBARÁN, Juan de;Baroque;Spanish;painter;Seville
3724;TOMMASO DI CREDI;Early Renaissance;Italian;painter;Florence
750;CAVALLINI, Pietro;Medieval;Italian;painter;Rome
781;CHAMPAIGNE, Jean-Baptiste de;Baroque;French;painter;Paris
534;BONVICINO, Ambrogio;Mannerism;Italian;sculptor;Rome
3599;STRANOVER, Tobias;Baroque;Other;painter;London
1827;JACOMART, Jaume Baço;Early Renaissance;Spanish;painter;Valencia
49;ALLSTON, Washington;Romanticism;American;painter;
3253;ROSLIN, Marie-Suzanne;Rococo;French;painter;Paris
2292;MORET, Henry;Impressionism;French;painter;Brittany
289;BARNABA DA MODENA;Medieval;Italian;painter;
3475;SHEE, Sir Martin Archer;Neoclassicism;Irish;painter;London
917;CORNELISZ VAN OOSTSANEN, Jacob;Northern Renaissance;Netherlandish;painter;Amsterdam
2427;MASTER of Badia a Isola;Medieval;Italian;painter;Siena
851;CLONNEY, James Goodwyn;Romanticism;American;painter;
2054;LEHMANN, Henri;Romanticism;French;painter;
2686;NERI, Pietro Martire;Baroque;Italian;painter;
694;CARLONE, Giovanni Battista II;Baroque;Italian;sculptor;Passau
2372;MARKÓ, Károly the Younger;Realism;Hungarian;painter;
4056;WEYDEN, Rogier van der;Northern Renaissance;Flemish;painter;Brussels
1004;DALENS, Dirck II;Baroque;Dutch;painter;Amsterdam
409;BERGLER, Joseph the Elder;Rococo;Austrian;sculptor;
2059;LEISTIKOW, Walter;Impressionism;German;painter;
313;BASSA, Ferrer;Medieval;Catalan;painter;Barcelona
980;CRESCENZI, Giovanni Battista;Baroque;Italian;painter;Madrid
919;CORNET, Jacobus Ludovicus;Realism;Dutch;painter;Leiden
2290;MOREELSE, Paulus;Baroque;Dutch;painter;Utrecht
2053;LEGROS, Alphonse;Realism;French;painter;London
299;BARTHOLOMÉ, Albert;Realism;French;sculptor;Paris
1612;GRECO, El;Mannerism;Spanish;painter;Toledo
2989;POEL, Egbert van der;Baroque;Dutch;painter;Delft
3298;RUSSELL, John;Rococo;English;painter;
2304;MOSCA, Francesco;Mannerism;Italian;sculptor;
2617;MIJTENS, Daniel II;Baroque;Dutch;painter;The Hague
3895;VERBRUGGEN, Gaspar Peeter the Younger;Baroque;Flemish;painter;
2878;PENCZ, Georg;Northern Renaissance;German;painter;Nuremberg
1285;FETTI, Lucrina;Baroque;Italian;painter;
1261;FERENCZY, István;Neoclassicism;Hungarian;sculptor;
552;BOSCH, Hieronymus;Northern Renaissance;Netherlandish;painter;
1918;KINSOEN, François-Joseph;Romanticism;Flemish;painter;
548;BORSATO, Giuseppe;Neoclassicism;Italian;painter;Venice
2751;OGGIONO, Marco d;Mannerism;Italian;painter;
2559;MEMLING, Hans;Northern Renaissance;Flemish;painter;Bruges
522;BONE, Henry;Romanticism;English;miniaturist;
992;CROME, John;Romanticism;English;painter;Norwich
843;CLÈVE, Corneille van;Baroque;French;sculptor;Paris
3407;SCHEGGIA;Early Renaissance;Italian;painter;Florence
1888;KALF, Willem;Baroque;Dutch;painter;Amsterdam
454;BIGOT, Trophîme;Baroque;French;painter;Arles
3228;ROKOTOV, Fyodor;Rococo;Russian;painter;
3556;SPINELLI, Parri;Early Renaissance;Italian;painter;Arezzo
3455;SELLAER, Vincent;Northern Renaissance;Flemish;painter;Mechelen
1912;KEYSER, Nicolaes;Baroque;Dutch;goldsmith;Delft
1343;FRACANZANO, Francesco;Mannerism;Italian;painter;Naples
1290;FIDANI, Orazio;Baroque;Italian;painter;Florence
3168;RICHTER, Ferdinand;Baroque;German;painter;
2267;MONTAGNA, Bartolomeo;Early Renaissance;Italian;painter;Vicenza
4025;WASMANN, Friedrich;Romanticism;German;painter;
1292;FIGUEIREDO, Cristóvano;High Renaissance;Portuguese;painter;
2581;MEUCCI, Vincenzo;Rococo;Italian;painter;Florence
3162;RICCIARDO DI NANNI, Ser;Early Renaissance;Italian;illuminator;Florence
175;BALDUCCI, Giovanni;Mannerism;Italian;painter;Florence
1122;DOUFFET, Gérard;Baroque;Flemish;painter;
1043;DEGEN, Endris II;Mannerism;German;goldsmith;Augsburg
3134;REINAGLE, Ramsay Richard;Romanticism;English;painter;London
804;CHINARD, Joseph;Neoclassicism;French;sculptor;
2552;MELÉNDEZ, Luis;Rococo;Spanish;painter;
83;ANGELICO, Fra;Early Renaissance;Italian;painter;Florence
1554;GIROLAMO DA TREVISO the Younger;High Renaissance;Italian;painter;
4003;VOSMAER, Jacob Woutersz;Baroque;Dutch;painter;Delft
1117;DORIGNY, Louis;Baroque;French;painter;Italy
2399;MASACCIO;Early Renaissance;Italian;painter;Florence
1804;IBI, Sinibaldo;High Renaissance;Italian;painter;Perugia
360;BELLANGÉ, Hippolyte;Neoclassicism;French;painter;Paris
634;CAMASSEI, Andrea;Baroque;Italian;painter;Rome
2750;OEVER, Hendrick ten;Baroque;Dutch;painter;Zwolle
1092;DILLIS, Johann Georg von;Baroque;German;painter;Munich
1814;ISRAELS, Isaac Lazarus;Impressionism;Dutch;painter;Amsterdam
402;BERENTZ, Christian;Baroque;German;painter;Rome
1736;HILDEBRANDT, Ferdinand Theodor;Realism;German;painter;Düsseldorf
281;BARBARO, Daniele;Mannerism;Italian;architect;Venice
4117;ZANCHI, Antonio;Baroque;Italian;painter;Venice
3914;VERMEER VAN HAARLEM, Jan the Elder;Baroque;Dutch;painter;Haarlem
1671;GÜNTHER, Franz Ignaz;Rococo;German;sculptor;Munich
348;BEGARELLI, Antonio;High Renaissance;Italian;sculptor;Modena
135;ASSERETO, Gioachino;Baroque;Italian;painter;Genoa
2306;MOSKOS, Elias;Baroque;Greek;painter;
2983;PLUYM, Karel van der;Baroque;Dutch;painter;Leiden
72;ANDREA DA MURANO;Early Renaissance;Italian;painter;Venice
1729;HEYDEN, Jan van der;Baroque;Dutch;painter;Amsterdam
4019;WAITT, Richard;Baroque;Scottish;painter;
159;BADALOCCHIO, Sisto;Baroque;Italian;painter;Rome
2839;PARIGI, Alfonso the Younger;Baroque;Italian;architect;Florence
2607;MIERIS, Willem van;Baroque;Dutch;painter;Leiden
3296;RUSIÑOL Y PRATS, Santiago;Impressionism;Catalan;painter;
3366;SANVITO, Bartolomeo;Early Renaissance;Italian;illuminator;Rome
2933;PICOT, François-Edouard;Neoclassicism;French;painter;Paris
184;BANDINELLI, Baccio;High Renaissance;Italian;sculptor;Florence
2858;PATEL, Pierre-Antoine;Baroque;French;painter;
506;BOIZOT, Simon-Louis;Neoclassicism;French;sculptor;
1095;DIZIANI, Antonio;Rococo;Italian;painter;Venice
1845;JALEY, Jean-Louis-Nicolas;Neoclassicism;French;sculptor;Paris
3886;VELDE, Willem van de, the Elder;Baroque;Dutch;painter;London
2822;PALOMINO, Acislo Antonio;Baroque;Spanish;painter;
1386;FRIES, Ernst;Romanticism;German;painter;
109;ANTONIO DA NEGROPONTE;Early Renaissance;Italian;painter;Venice
1669;GUILLAUME, Jean-Baptiste-Claude-Eugène;Neoclassicism;French;sculptor;
3267;ROSSI, Vincenzo de';Mannerism;Italian;sculptor;Florence
158;BACON, John;Neoclassicism;English;sculptor;
3854;VALLOTTON, Félix;Realism;Swiss;painter;Paris
1455;GAUSSON, Léo;Impressionism;French;painter;Paris
130;ASHTON, Julian Rossi;Impressionism;Other;painter;Australia
1923;KLOCKER, Hans;Northern Renaissance;Austrian;sculptor;South Tyrol
1971;KUNST, Cornelis Cornelisz.;Northern Renaissance;Netherlandish;painter;Leiden
1350;FRANCESCHINI, Baldassarre;Baroque;Italian;painter;Florence
1611;GRECHE, Domenico dalle;High Renaissance;Italian;painter;Venice
1157;DUMONT, Jacques;Rococo;French;painter;Paris
2910;PETERZANO, Simone;Mannerism;Italian;painter;Milan
3109;RAUCH, Christian Daniel;Neoclassicism;German;sculptor;
1901;KERRICX, Guillielmus;Baroque;Flemish;sculptor;
3299;RUSSI, Franco de';Early Renaissance;Italian;illuminator;
171;BALASSI, Mario;Baroque;Italian;painter;Florence
2649;MOLENAER, Klaes;Baroque;Dutch;painter;Haarlem
328;BAZILLE, Jean-Frédéric;Impressionism;French;painter;Paris
1858;JENSEN, Christian Albrecht;Realism;Danish;painter;
1293;FILARETE;Early Renaissance;Italian;sculptor;Milan
3481;SIGNAC, Paul;Impressionism;French;painter;Paris
1547;GIOVANNI DI PIETRO;High Renaissance;Italian;painter;Spoleto
1270;FERNANDI, Francesco;Baroque;Italian;painter;Rome
2548;MEISSONIER, Jean-Louis-Ernest;Romanticism;French;painter;
3828;URBANO DA CORTONA;Early Renaissance;Italian;sculptor;
2498;MASTER of the Story of Griselda;Early Renaissance;Italian;painter;Siena
1206;ERRI, Agnolo degli;Early Renaissance;Italian;painter;Modena
701;CARON, Antoine;Mannerism;French;painter;
1090;DILLENS, Hendrick Joseph;Realism;Belgian;painter;
1876;JORIS, Pio;Realism;Italian;painter;
160;BAEGERT, Derick;Northern Renaissance;German;painter;Wesel
3346;SAN LEOCADIO, Paolo de;Early Renaissance;Italian;painter;
3279;ROUSSEL, Theodore;Impressionism;English;painter;
906;COPPO DI MARCOVALDO;Medieval;Italian;painter;Florence
1569;GODERIS, Hans;Baroque;Dutch;painter;Haarlem
521;BONDOL, Jean;Medieval;Netherlandish;illuminator;Paris
633;CALVI, Jacopo Alessandro;Rococo;Italian;painter;Bologna
3634;SYRLIN, Jörg the Elder;Northern Renaissance;German;sculptor;Ulm
3010;PONTORMO, Jacopo;Mannerism;Italian;painter;Florence
2841;PARLER, Peter;Medieval;German;sculptor;Prague
2142;LISS, Johann;Baroque;German;painter;Italy
2403;MASOLINO da Panicale;Early Renaissance;Italian;painter;Florence
1792;HULSDONCK, Jacob van;Baroque;Flemish;painter;Antwerp
1170;DÜRER, Albrecht;Northern Renaissance;German;painter;
739;CATARINO;Medieval;Italian;painter;Venice
1744;HODGES, William;Rococo;English;painter;
2251;MÄLESSKIRCHER, Gabriel ;Northern Renaissance;German;painter;Bavaria
2722;NOMELLINI, Plinio;Impressionism;Italian;painter;
3148;RESTOUT, Jean-Bernard;Rococo;French;painter;Paris
3882;VELDE, Henry van de;Impressionism;Belgian;painter;
1436;GARCIA, Pere;Early Renaissance;Catalan;painter;Barcelona
1260;FÉNYES, Adolf;Realism;Hungarian;painter;
3630;SWANEVELT, Herman van;Baroque;Dutch;painter;
440;BEVEREN, Mattheus van;Baroque;Flemish;sculptor;
839;CLAUSEN, George;Impressionism;English;painter;
1631;GRISÉE, Louis-Joseph;Romanticism;French;painter;Paris
810;CIAMPANTI, Michele;Early Renaissance;Italian;painter;Lucca
3315;SABATINI, Lorenzo;Mannerism;Italian;painter;Bologna
2174;LOPES, Cristovano;High Renaissance;Portuguese;painter;
1138;DUBOIS-PILLET, Albert;Impressionism;French;painter;
1124;DOUVEN, Jan Frans;Baroque;Dutch;painter;Düsseldorf
3501;SISLEY, Alfred;Impressionism;French;painter;
3626;SUVÉE, Joseph-Benoit;Neoclassicism;Flemish;painter;
1102;DOMENICHINO;Baroque;Italian;painter;Bologna
3022;POST, Frans;Baroque;Dutch;painter;Haarlem
3506;SLAVONA, Maria;Impressionism;German;painter;Berlin
2381;MARSEUS VAN SCHRIECK, Otto;Baroque;Dutch;painter;Amsterdam
1788;HUET, Jean-Baptiste-Marie I;Rococo;French;painter;Paris
606;CABEZALERO, Juan Martín;Baroque;Spanish;painter;Madrid
922;COROT, Jean-Baptiste Camille;Realism;French;painter;
485;BLONDEEL, Lanceloot;Northern Renaissance;Flemish;painter;
2405;MASSON, François;Neoclassicism;French;sculptor;
2501;MASTER of the Trebon Altarpiece;Medieval;Bohemian;painter;
1676;HAAGEN, Joris Abrahamsz. van der;Baroque;Dutch;painter;The Hague
915;CORNEILLE, Michel I;Baroque;French;painter;Paris
3617;STUCK, Franz von;Impressionism;German;painter;Munich
3484;SIGNORINI, Telemaco;Realism;Italian;painter;Florence
953;COUSIN, Jean the Elder;Northern Renaissance;French;painter;
3891;VENUSTI, Marcello;High Renaissance;Italian;painter;Rome
173;BALDI, Lazzaro;Baroque;Italian;painter;
910;CORDOBA, Pedro de;Early Renaissance;Spanish;painter;Cordoba
3551;SPELT, Adrian van der;Baroque;Dutch;painter;
1087;DIJCK, Abraham van;Baroque;Dutch;painter;Amsterdam
2567;MENJAUD, Alexandre;Neoclassicism;French;painter;Paris
3058;PSEUDO-JACOPINO;Medieval;Italian;painter;Bologna
2935;PIENEMAN, Jan Willem;Romanticism;Dutch;painter;
3796;UNKNOWN MASTERS, Austrian;Medieval;Austrian;painter;
458;BIMBI, Bartolomeo;Baroque;Italian;painter;Florence
3019;PORTA, Giacomo della;Baroque;Italian;architect;
45;ALLEGRAIN, Christophe-Gabriel;Rococo;French;sculptor;Paris
2870;PEETERS, Bonaventura I;Baroque;Flemish;painter;
2970;PIREZ D'ÉVORA, Alvaro;Early Renaissance;Portuguese;painter;Italy
2517;MATTHIEU, Georg David;Rococo;German;painter;
3399;SCHALLER, Johann Nepomuk;Romanticism;German;sculptor;
4124;ZAUNER, Franz Anton;Neoclassicism;German;sculptor;
1595;GOZZOLI, Benozzo;Early Renaissance;Italian;painter;
1779;HOUDON, Jean-Antoine;Rococo;French;sculptor;
131;ASPERTINI, Amico;Mannerism;Italian;painter;Bologna
406;BERGHE, Augustin van den;Rococo;Flemish;painter;Paris
902;COOPER, Abraham;Realism;English;painter;London
3087;RAEBURN, Sir Henry;Rococo;Scottish;painter;
3423;SCHOOTEN, Floris Gerritsz. van;Baroque;Dutch;painter;Haarlem
147;AVERCAMP, Hendrick;Baroque;Dutch;painter;Kampen
3805;UNKNOWN MASTERS, French;Medieval;French;sculptor;
2707;NICOLA DA URBINO;High Renaissance;Italian;painter;Urbino
727;CASTAGNOLI, Giuseppe;Neoclassicism;Italian;painter;Florence
1789;HUGGINS, William John;Romanticism;English;painter;London
2864;PAULSEN, Julius;Impressionism;Danish;painter;
3325;SAINT-GAUDENS, Augustus;Realism;American;sculptor;
2664;NANTEUIL, Charles-François;Romanticism;French;sculptor;
2682;NEGRI, Pietro;Baroque;Italian;painter;Venice
3950;VIGNON, Charlotte;Baroque;French;painter;Paris
829;CLAEISSENS, Pieter the Younger;Mannerism;Flemish;painter;Bruges
831;CLAESZ., Jan;Baroque;Netherlandish;painter;Enkhuisen
1061;DEMIN, Giovanni;Romanticism;Italian;painter;
4098;WOUWERMAN, Pieter;Baroque;Dutch;painter;
1967;KRÜGER, Franz;Romanticism;German;painter;
434;BERUETE, Aureliano;Impressionism;Spanish;painter;Madrid
3765;TROY, Jean-François de;Baroque;French;painter;
321;BATONI, Pompeo;Rococo;Italian;painter;Rome
4112;YVON, Adolphe;Realism;French;painter;
2347;MARATTI, Carlo;Baroque;Italian;painter;Rome
2159;LONGHENA, Baldassare;Baroque;Italian;architect;Venice
1056;DELORME, Philibert;Northern Renaissance;French;architect;
2388;MARTIN, Pierre-Denis;Baroque;French;painter;Paris
796;CHATROUSSE, Émile;Realism;French;sculptor;Paris
193;BRAND, Johann Christian;Rococo;Austrian;painter;Vienna
1168;DURAND-BRAGER, Jean Baptiste Henri;Realism;French;painter;
3801;UNKNOWN MASTERS, Flemish;Mannerism;Flemish;painter;
2079;LEONARDO DI SER GIOVANNI;Medieval;Italian;goldsmith;Florence
2211;LUYCKX, Christiaen;Baroque;Flemish;painter;Antwerp
2029;LE LORRAIN, Louis-Joseph;Neoclassicism;French;painter;
3932;VERWER, Abraham de;Baroque;Dutch;painter;Amsterdam
3872;VECCHIA, Pietro della;Baroque;Italian;painter;Venice
3092;RAGGI, Antonio;Baroque;Italian;sculptor;Rome
3367;SARACCHI brothers;Mannerism;Italian;sculptor;Milan
1657;GUÉRIN, Paulin-Jean-Baptiste;Realism;French;painter;Paris
2756;OLIVIERI, Giovanni Domenico;Baroque;Italian;sculptor;Madrid
2214;MACCARI, Cesare;Realism;Italian;painter;
3181;RIJCKHALS, Frans;Baroque;Dutch;painter;Middelburg
3748;TRAINI, Francesco;Medieval;Italian;painter;Pisa
2047;LEEN, Willem van;Rococo;Dutch;painter;Dordrecht
3495;SIMONE MARTINI;Medieval;Italian;painter;Siena
3320;SAFTLEVEN, Cornelis;Baroque;Dutch;painter;Rotterdam
2006;LANGETTI, Giovanni Battista;Baroque;Italian;painter;Venice
194;BRANDI, Domenico;Baroque;Italian;painter;Naples
2404;MASSARI, Giorgio;Baroque;Italian;architect;Venice
1719;HERRING, Benjamin Jr.;Realism;English;painter;London
112;APOLLONIO DI GIOVANNI;Early Renaissance;Italian;painter;Florence
688;CARLEVARIS, Luca;Baroque;Italian;painter;Venice
1602;GRANET, François-Marius;Neoclassicism;French;painter;
1107;DOMENICO DI MICHELINO;Early Renaissance;Italian;painter;Florence
1790;HUGUET, Jaume;Early Renaissance;Catalan;painter;Barcelona
3857;VANNI, Francesco;Mannerism;Italian;painter;Siena
1974;L'ESTIN, Jacques de;Baroque;French;painter;Troyes
1313;FLÖTNER, Peter;Northern Renaissance;German;sculptor;Nuremberg
2586;MEYRING, Heinrich;Baroque;German;sculptor;Venice
2106;LIBALT, Gottfried;Baroque;German;painter;
3535;SOMM, Henry;Impressionism;French;painter;Paris
389;BENOUVILLE, François-Léon;Romanticism;French;painter;Paris
2800;PACHER, Michael;Northern Renaissance;Austrian;painter;
2741;O'CONNOR, James Arthur;Romanticism;Irish;painter;
1013;DANDINI, Pietro;Baroque;Italian;painter;Florence
3812;UNKNOWN MASTERS, German;Medieval;German;sculptor;
3625;SUSTRIS, Lambert;Mannerism;Dutch;painter;
