Id_slikarja;Ime;Narodnost;Obdobje 
1424;FLORIS, Frans;Flemish;1551-1600
2827;MINIATURIST, Netherlandish;Netherlandish;1151-1200
1364;FEARNLEY, Thomas;Norwegian;1801-1850
1319;ESPINOSA, Juan Bautista de;Spanish;1601-1650
357;BERNARDINO DEL SIGNORACCIO;Italian;1451-1500
1726;GOTHIC SCULPTOR, German;German;1201-1250
1651;GIOVANNI and PACIO DA FIRENZE;Italian;1301-1350
1463;FRANCESCHINI, Marcantonio;Italian;1651-1700
444;BOGAERT, Jan;Flemish;1501-1550
2409;LOPES, Cristovano;Portuguese;1501-1550
2643;MASTER of the Dominican Effigies;Italian;1301-1350
4324;VERBURGH, Dionijs;Dutch;1651-1700
2642;MASTER of the Codex of Saint George;Italian;1301-1350
2566;MARTSZEN, Jan the Younger;Dutch;1601-1650
2044;JACOPO del CASENTINO;Italian;1301-1350
1145;DELORME, Philibert;French;1501-1550
3874;SLEVOGT, Max;German;1851-1900
3335;POTTER, Pieter Symonsz.;Dutch;1601-1650
2279;LEERMANS, Pieter;Dutch;1651-1700
1253;DUGHET, Gaspard;French;1651-1700
4183;UNKNOWN ARCHITECT, Spanish;Spanish;1051-1100
1889;HEEREMANS, Thomas;Dutch;1651-1700
281;BÉFORT, Mathieu;French;1851-1900
2;ABADIA, Juan de la;Spanish;1451-1500
2056;JAMNITZER, Wenzel;German;1501-1550
1466;FRANCESCO DA SANT'AGATA;Italian;1501-1550
2057;JANNECK, Franz Christoph;Austrian;1701-1750
2539;MARKÓ, Ferenc;Hungarian;1851-1900
4496;WESTERHOLM, Victor Axel;Finnish;1851-1900
155;AVANZI, Jacopo;Italian;1351-1400
3959;STOM, Antonio;Italian;1701-1750
3313;PONCE, Jacquiot;French;1501-1550
2468;MAGATTI, Pietro Antonio;Italian;1701-1750
1164;DESPORTES, Alexandre-François;French;1701-1750
4260;VACCARO, Lorenzo;Italian;1651-1700
433;BOCANEGRA, Pedro Anastasio;Spanish;1651-1700
3244;PIERRE, Jean-Baptiste-Marie;French;1751-1800
2964;NEBBIA, Cesare;Italian;1551-1600
1631;GIJSELS, Pieter;Flemish;1651-1700
2430;LOTZ, Károly;Hungarian;1851-1900
1474;FRANCESCO DI SIMONE DA SANTACROCE;Italian;1451-1500
968;CORDIER, Nicolas;French;1601-1650
437;BOCCHI, Faustino;Italian;1651-1700
3699;SAMMARTINO, Giuseppe;Italian;1751-1800
2551;MARSHALL, Benjamin;English;1801-1850
2308;LEONARDO da Vinci;Italian;1451-1500
3353;PRETI, Mattia;Italian;1651-1700
4184;UNKNOWN CABINETMAKER, Dutch;Dutch;1651-1700
1837;HAFFNER, Enrico Giovanni;Italian;1601-1650
1334;EYCK, Jan van;Flemish;1401-1450
1216;DORIGNY, Michel;French;1651-1700
421;BLOCK, Benjamin;German;1651-1700
2061;JANSSENS, Victor Honoré;Flemish;1651-1700
3887;SOGLIANI, Giovanni Antonio;Italian;1501-1550
1866;HARPIGNIES, Henri-Joseph;French;1851-1900
1112;DAULLÉ, Jean;French;1701-1750
2349;LIEVENS, Jan;Dutch;1601-1650
211;BARENDSZ., Dirck;Dutch;1551-1600
2180;KRAFT, Adam;German;1451-1500
3859;SIMON VON TAISTEN;Austrian;1451-1500
1452;FOUQUET, Jean;French;1451-1500
143;ASSELYN, Jan;Dutch;1601-1650
3052;OOST, Jacob van, the Younger;Flemish;1651-1700
3840;SHCHEDRIN, Sil'vestr Fedosyevich;Russian;1801-1850
790;CATI DA IESI, Pasquale;Italian;1551-1600
4536;WITTEL, Caspar Andriaans van;Dutch;1651-1700
789;CATENA, Vincenzo;Italian;1501-1550
1401;FIGINO, Giovanni Ambrogio;Italian;1551-1600
3117;PALUDANUS, Guillielmus;Flemish;1551-1600
3509;RINALDO MANTOVANO;Italian;1501-1550
2102;KALF, Willem;Dutch;1651-1700
3240;PIERMATTEO D'AMELIA;Italian;1451-1500
4181;UNKNOWN ARCHITECT, Italian;Italian;1051-1100
3344;POZZO, Andrea;Italian;1651-1700
3585;ROMBOUTS, Gillis;Dutch;1651-1700
1853;HAMILTON, Hugh Douglas;Irish;1751-1800
3921;SPIERING, François;Flemish;1601-1650
2191;KUNST, Cornelis Cornelisz.;Netherlandish;1501-1550
1142;DELFF, Jacob Willemsz II;Dutch;1601-1650
4084;TINTORETTO;Italian;1551-1600
2348;LIES, Jozef Hubert;Belgian;1801-1850
4607;ZULOAGA Y ZABALETA, Ignacio;Spanish;1851-1900
3056;OPITZ, Georg Emanuel;German;1801-1850
3648;RUSSI, Franco de';Italian;1451-1500
4062;THIRY, Léonard;Flemish;1501-1550
832;CHAMPAIGNE, Philippe de;French;1601-1650
4528;WINTERHALTER, Franz Xaver;German;1801-1850
1617;GHISI, Giorgio;Italian;1551-1600
2027;IVES, Chauncey Bradley;American;1851-1900
2230;LANGETTI, Giovanni Battista;Italian;1651-1700
3436;RECCO, Giacomo;Italian;1601-1650
4266;VALCKENBORCH, Lucas van;Flemish;1551-1600
2202;L'ADMIRAL, Jan;Dutch;1701-1750
3349;PREISLER, Jan;Bohemian;1851-1900
2028;JACKSON, Gilbert;English;1601-1650
781;CASTELLÓ, Vicente;Spanish;1601-1650
1770;GRIGI, Giovanni Giacomo de';Italian;1551-1600
3115;PALMEZZANO, Marco;Italian;1451-1500
2741;MEMMI, Lippo;Italian;1301-1350
3183;PENNI, Giovan Francesco;Italian;1501-1550
348;BERGOGNONE, Ambrogio;Italian;1501-1550
2626;MASTER of San Lucchese;Italian;1351-1400
2236;LARCIANI, Giovanni di Lorenzo;Italian;1501-1550
730;CARDUCHO, Bartolomé;Spanish;1551-1600
404;BISON, Giuseppe Bernardino;Italian;1801-1850
2154;KOBELL, Franz;German;1751-1800
1448;FORTE, Luca;Italian;1601-1650
1553;GANO DI FAZIO;Italian;1301-1350
3178;PÉNICAUD, Jean I;French;1501-1550
939;COLYN, Alexander;Flemish;1551-1600
3596;ROSA, Salvator;Italian;1601-1650
1679;GIRODET DE ROUCY-TRIOSON, Anne-Louis;French;1801-1850
1449;FORTUNY Y MARSAL, Mariano;Spanish;1851-1900
2110;KEIL, Bernhard;Danish;1651-1700
3303;POLENOV, Vasily Dmitrievich;Russian;1851-1900
2766;MEUCCI, Vincenzo;Italian;1701-1750
2268;LEBARBIER, Jean-Jacques-François;French;1751-1800
2944;NAGY BALOGH, János;Hungarian;1851-1900
3804;SCOTT, William Bell;Scottish;1801-1850
4435;VORSTERMAN, Lucas;Flemish;1601-1650
3879;SMART, John;English;1751-1800
3049;OMMEGANCK, Balthazar Paul;Flemish;1751-1800
1939;HOCHHAUSER, Ephraim;Austrian;1701-1750
3252;PIETRO DA VICENZA;Italian;1451-1500
2112;KELLER, Heinrich;Swiss;1801-1850
751;CARPEAUX, Jean-Baptiste;French;1851-1900
2203;LAEMEN, Christoffel Jacobsz van der;Flemish;1601-1650
3764;SCHEERE, Herman;German;1401-1450
1105;DANTI, Vincenzo;Italian;1551-1600
1725;GOTHIC SCULPTOR, French;French;1151-1200
750;CARPACCIO, Vittore;Italian;1501-1550
1212;DORÉ, Gustave;French;1851-1900
905;CLONNEY, James Goodwyn;American;1801-1850
4203;UNKNOWN GOLDSMITH, French;French;1001-1050
591;BRINCKMANN, Philipp Hieronymus;German;1701-1750
202;BANTI, Cristiano;Italian;1851-1900
1618;GHISLANDI, Giuseppe;Italian;1701-1750
3604;ROSSELLI, Francesco;Italian;1451-1500
2792;MIERIS, Willem van;Dutch;1701-1750
749;CAROTO, Giovanni Francesco;Italian;1501-1550
2231;LANGLOIS, Jérôme-Martin;French;1801-1850
582;BREITNER, George Hendrik;Dutch;1851-1900
3082;OUVRIER, Jean;French;1751-1800
314;BEMBO, Benedetto;Italian;1451-1500
4102;TOMÉ, Narciso;Spanish;1701-1750
205;BARATTA, Pietro;Italian;1701-1750
225;BARRIAS, Louis-Ernest;French;1851-1900
3046;OLIVIERI, Giovanni Domenico;Italian;1701-1750
740;CARLONE, Giovanni Battista II;Italian;1651-1700
756;CARRACCI, Antonio;Italian;1601-1650
634;BULAND, Jean-Eug?ne;French;1851-1900
3027;NUYEN, Wijnandus Johannes Josephus;Dutch;1801-1850
4185;UNKNOWN CABINETMAKER, Flemish;Flemish;1601-1650
871;CIMAROLI, Giovanni Battista;Italian;1701-1750
864;CIAMPELLI, Agostino;Italian;1601-1650
1443;FORABOSCO, Girolamo;Italian;1601-1650
241;BASSA, Arnau;Catalan;1351-1400
1961;HONDECOETER, Gijsbert Gillisz. de;Dutch;1601-1650
3101;PAGANINO, Giovanni Antonio;Italian;1551-1600
766;CARUS, Carl Gustav;German;1801-1850
1116;DAVID, Gerard;Flemish;1501-1550
2303;LEMOYNE, Jean-Louis;French;1701-1750
2014;INGLÉS, Jorge;Spanish;1451-1500
184;BAILLY, Jacques I;French;1651-1700
1703;GONTIER, Linard;French;1601-1650
513;BOSSE, Abraham;French;1601-1650
2381;LLANOS, Fernando;Spanish;1501-1550
451;BOL, Hans;Flemish;1551-1600
824;CERUTI, Giacomo;Italian;1701-1750
3;ABAQUESNE, Masséot;French;1501-1550
4332;VERESHCHAGIN, Vasily Vasilyevich;Russian;1851-1900
519;BOTTICELLI, Sandro;Italian;1451-1500
3251;PIETRO DA RIMINI;Italian;1301-1350
337;BERCKENRODE, Balthasar Florisz. van;Dutch;1601-1650
838;CHARLES, James;English;1851-1900
3550;ROGERS, Randolph;American;1851-1900
2460;MADARÁSZ, Viktor;Hungarian;1851-1900
4327;VERELST, Pieter Harmensz.;Dutch;1651-1700
208;BARBAULT, Jean;French;1701-1750
2060;JANSSENS, Jan Willem;Flemish;1601-1650
1405;FINCH, Alfred William;Belgian;1851-1900
4231;UNKNOWN MASTER, Spanish;Spanish;1301-1350
362;BERRUGUETE, Alonso;Spanish;1501-1550
2917;MOSER, Lukas;German;1401-1450
262;BEALE, Mary;English;1651-1700
268;BEAUVARLET, Jacques-Firmin;French;1701-1750
3393;QUERCIA, Priamo della;Italian;1401-1450
637;BUNKER, Dennis Miller;American;1851-1900
3810;SEEMAN, Enoch;English;1701-1750
4186;UNKNOWN CABINETMAKER, French;French;1551-1600
428;BLOMMENDAEL, Reyer van;Dutch;1651-1700
2850;MOLA, Antonio and Paolo;Italian;1501-1550
1612;GHEYN, Jacob de II;Dutch;1551-1600
438;BOCKSBERGER, Hans the Elder;Austrian;1551-1600
1699;GOES, Hugo van der;Flemish;1451-1500
1012;COURTOIS, Jacques;French;1651-1700
3658;RYCKAERT, Maerten;Flemish;1601-1650
1740;GRAEB, Carl Georg Anton;German;1851-1900
2089;JORIS, Pio;Italian;1851-1900
3484;RICCIARDO DI NANNI, Ser;Italian;1451-1500
1900;HELST, Bartholomeus van der;Dutch;1601-1650
2815;MINDERHOUT, Hendrik van;Flemish;1651-1700
1256;DUMONSTIER, Daniel;French;1601-1650
2544;MARMITTA, Francesco;Italian;1451-1500
2684;MASTER THOMAS de Coloswar;Hungarian;1401-1450
3107;PALIZZI, Filippo;Italian;1851-1900
3230;PICCINI, Giacomo;Italian;1601-1650
3626;ROUSSEL, Theodore;English;1851-1900
1541;GALLEN-KALLELA, Akseli;Finnish;1851-1900
3496;RIEMENSCHNEIDER, Tilman;German;1501-1550
2680;MASTER of the Virgo inter Virgines;Netherlandish;1451-1500
1150;DEMARNE, Jean-Louis;French;1751-1800
3232;PICHLER, Joseph von;Austrian;1751-1800
3924;SPINELLI, Niccol? di Forzore;Italian;1451-1500
985;CORT, Cornelis;Netherlandish;1551-1600
297;BELLANGE, Jacques;French;1601-1650
1966;HONE, Nathaniel the Elder;Irish;1751-1800
530;BOUGH, Samuel;English;1851-1900
3524;ROBBIA, Giovanni della;Italian;1501-1550
4008;SWOBODA, Rudolph Der G.;Austrian;1851-1900
3282;PISSARRO, Georges;French;1851-1900
3005;NOFRI, Andrea;Italian;1401-1450
1047;CRESPI, Giuseppe Maria;Italian;1701-1750
3765;SCHEFFER, Ary;Dutch;1801-1850
3184;PENNI, Luca;Italian;1501-1550
1169;DEVIS, Anthony;English;1751-1800
2587;MASTER H.L.;German;1501-1550
1179;DIETISALVI DI SPEME;Italian;1251-1300
2867;MONET, Claude;French;1851-1900
20;AENVANCK, Theodoor;Flemish;1651-1700
2803;MIJTENS, Daniel II;Dutch;1651-1700
1610;GHERARDO DI GIOVANNI DEL FORA;Italian;1451-1500
3936;STARNINA, Gherardo di Jacopo;Italian;1401-1450
4432;VOOGD, Hendrik;Dutch;1751-1800
3480;RICCARDI, Gabriele;Italian;1551-1600
552;BÖCKLIN, Arnold;Swiss;1851-1900
735;CARLIN, Martin;French;1751-1800
1895;HEINTZ, Joseph the Elder;Swiss;1551-1600
2417;LORENZETTI, Pietro;Italian;1301-1350
4218;UNKNOWN MASTER, Catalan;Catalan;1051-1100
19;AELST, Willem van;Dutch;1651-1700
820;CEREZO, Mateo the Younger;Spanish;1651-1700
2317;LÉPICIÉ, Nicolas-Bernard;French;1751-1800
1159;DESBOUTIN, Marcellin;French;1851-1900
408;BISSEN, Hermann Wilhelm;Danish;1801-1850
4465;WARD, James;English;1801-1850
1213;DORFFMEISTER, István;Hungarian;1751-1800
2176;KRACKER, Johann Lucas;Austrian;1751-1800
782;CASTIGLIONE, Giovanni Benedetto;Italian;1601-1650
82;ANDREESCU, Ion;Other;1851-1900
3622;ROUART, Henri Stanislas;French;1851-1900
2738;MELZI, Francesco;Italian;1501-1550
1820;GUILLAUMIN, Armand;French;1851-1900
4537;WITTEN, Hans;German;1501-1550
1494;FRÉMIET, Emmanuel;French;1851-1900
53;ALMONACID, Sebastián de;Spanish;1451-1500
350;BERJON, Antoine;French;1801-1850
3716;SANSOVINO, Andrea;Italian;1501-1550
3692;SALVADOR CARMONA, Manuel;Spanish;1751-1800
1396;FEUCHTMAYR, Joseph Anton;German;1701-1750
1730;GOUDT, Hendrick;Dutch;1601-1650
3858;SILVESTRO DELL'AQUILA;Italian;1451-1500
4290;VASSALLETTO, marble worker family;Italian;1201-1250
2691;MATTEO di Giovanni;Italian;1451-1500
2837;MISERONI, Dionysio;Italian;1601-1650
1615;GHIRLANDAIO, Domenico;Italian;1451-1500
4058;THEVET, André;French;1551-1600
684;CALIARI, Carlo;Italian;1551-1600
1944;HOEFNAGEL, Jacob;Flemish;1601-1650
2364;LION, Angelo;Italian;1601-1650
1013;COURTOIS, Martial;French;1551-1600
565;BRANDI, Giacinto;Italian;1651-1700
2890;MORAZZONE;Italian;1601-1650
3654;RUYSCH, Rachel;Dutch;1701-1750
3245;PIETERSZ., Aert;Netherlandish;1551-1600
4513;WILIGELMO;Italian;1101-1150
2641;MASTER of the Clarisse Panel;Italian;1251-1300
3905;SOREAU, Isaak;German;1601-1650
4134;TRÉMOLI?RES, Pierre-Charles;French;1701-1750
2299;LEMOT, François-Frédéric;French;1801-1850
4157;TURA, Cosm?;Italian;1451-1500
4373;VIDAL, Eug?ne;French;1851-1900
1196;DOLCI, Carlo;Italian;1601-1650
3842;SHUBIN, Fedot Ivanovich;Russian;1751-1800
488;BORGHESE DI PIERO BORGHESE;Italian;1401-1450
801;CAVALORI, Mirabello;Italian;1551-1600
859;CHRISTUS, Petrus;Flemish;1451-1500
193;BALDUNG GRIEN, Hans;German;1501-1550
1758;GRECO, Gennaro;Italian;1651-1700
3747;SCARPAGNINO;Italian;1501-1550
3885;SODOMA, Il;Italian;1501-1550
2624;MASTER of Saint Veronica;German;1401-1450
3228;PIAZZETTA, Giovanni Battista;Italian;1701-1750
1552;GANDOLFI, Ubaldo;Italian;1751-1800
3911;SPADARINO, lo;Italian;1601-1650
1579;GEEFS, Guillaume;Belgian;1801-1850
1727;GOTHIC SCULPTOR, Italian;Italian;1251-1300
694;CAMETTI, Bernardino;Italian;1701-1750
908;CLOUET, Jean;French;1501-1550
1964;HONDIUS, Abraham Danielsz.;Dutch;1651-1700
4502;WHEATLEY, Francis;English;1751-1800
1955;HOLL, Frank;English;1851-1900
3732;SARTORIUS, John Nost;English;1751-1800
1137;DELAVALLÉE, Henri;French;1851-1900
1416;FLAMENG, François;French;1851-1900
1042;CRAYER, Gaspard de;Flemish;1601-1650
2001;HUNT, William Morris;American;1851-1900
4283;VANNI, Lippo;Italian;1301-1350
2883;MONTORSOLI, Giovanni Angelo;Italian;1501-1550
1607;GHERARDI, Cristofano;Italian;1501-1550
3973;STREECK, Hendrick van;Dutch;1651-1700
1868;HASENCLEVER, Johann Peter;German;1801-1850
3283;PISSARRO, Lucien;French;1851-1900
2614;MASTER of Hohenfurth;Bohemian;1351-1400
4386;VILLARD DE HONNECOURT;French;1201-1250
3985;STROZZI, Zanobi;Italian;1451-1500
4005;SWANEVELT, Herman van;Dutch;1601-1650
4068;THORVALDSEN, Bertel;Danish;1801-1850
1502;FRIGIMELICA, Girolamo;Italian;1651-1700
4150;TRUBETZKOY, Prince Paolo;Italian;1851-1900
2922;MOTTRAM, Charles;English;1801-1850
3835;SEYBOLD, Christian;German;1701-1750
1307;ENDER, Thomas;Austrian;1801-1850
1249;DUCHÉ DE VANCY, Gaspard;French;1751-1800
248;BAST, Pieter;Dutch;1551-1600
2358;LINARD, Jacques;French;1601-1650
2005;HUYSMANS, Cornelis;Flemish;1651-1700
932;COLLINO, Ignazio;Italian;1751-1800
7;ABEELE, Pieter van;Dutch;1601-1650
179;BAERTSOEN, Albert;Belgian;1851-1900
1798;GUARDI, Giacomo;Italian;1751-1800
3583;ROMANO, Giovanni Cristoforo;Italian;1451-1500
2893;MOREAU, Adrien;French;1851-1900
2046;JACOPO DELLA PILA;Italian;1451-1500
4600;ZUCCARO, Taddeo;Italian;1551-1600
3788;SCHÖN, Erhard;German;1501-1550
2030;JACOB, Louis;French;1701-1750
3559;ROLLOS, Peter the Elder;German;1601-1650
2608;MASTER of Elsloo;Netherlandish;1501-1550
4403;VISSCHER, Cornelis;Dutch;1651-1700
3855;SILVANI, Pier Francesco;Italian;1651-1700
563;BRAND, Johann Christian;Austrian;1751-1800
1496;FREUND, Hermann Ernst;Danish;1801-1850
1864;HARLOW, George Henry;English;1801-1850
3915;SPAENDONCK, Gerard van;Dutch;1701-1750
1221;DOU, Gerrit;Dutch;1651-1700
1282;DUYSTER, Willem Cornelisz.;Dutch;1601-1650
3368;PSEUDO-PIER FRANCESCO FIORENTINO;Italian;1451-1500
1749;GRASSI, Giovannino de';Italian;1351-1400
115;ANTONIO DA FIRENZE;Italian;1401-1450
3698;SAMACCHINI, Orazio;Italian;1551-1600
4394;VIOLLET-LE-DUC, Eug?ne-Emmanuel;French;1801-1850
3093;PACHER, Friedrich;Austrian;1451-1500
2675;MASTER of the Straus Madonna;Italian;1401-1450
3239;PIERINO DA VINCI;Italian;1501-1550
1923;HEYDEN, Jan van der;Dutch;1651-1700
1392;FERRUCCI, Francesco;Italian;1551-1600
897;CLEVE, Cornelis van;Flemish;1551-1600
2400;LOO, Charles-Amédée-Philippe van;French;1751-1800
1356;FARGUE, Jacob Elias La;Dutch;1751-1800
4351;VERNET, Horace;French;1801-1850
3248;PIETRO ALEMANNO;Italian;1451-1500
4509;WIERTZ, Antoine;Belgian;1801-1850
1316;ERRI, Bartolomeo degli;Italian;1451-1500
1143;DELFF, Willem Jacobsz;Dutch;1601-1650
4139;TRIPPEL, Alexander;Swiss;1751-1800
1280;DUYFHUIJSEN, Pieter Jacobsz.;Dutch;1651-1700
972;CORMON, Fernand;French;1851-1900
4353;VERROCCHIO, Andrea del;Italian;1451-1500
994;COSSIERS, Jan;Flemish;1601-1650
808;CAYOT, Claude-Augustin;French;1701-1750
1653;GIOVANNI ANTONIO DA BRESCIA;Italian;1451-1500
325;BENONI, Giuseppe;Italian;1651-1700
4238;UNKNOWN POTTER, German;German;1701-1750
1858;HAMMERSH?I, Vilhelm;Danish;1851-1900
4385;VILLANDRANDO, Rodrigo de;Spanish;1601-1650
3531;ROBERTS, David;Scottish;1801-1850
877;CISERI, Antonio;Italian;1851-1900
826;CESARE da Sesto;Italian;1501-1550
4223;UNKNOWN MASTER, French;French;1301-1350
4579;ZEEUW, Cornelis de;Flemish;1551-1600
2847;MOITTE, Pierre-Etienne;French;1751-1800
1289;EBERLEIN, Johann Friedrich;German;1701-1750
1063;CRUIKSHANK, George;English;1801-1850
484;BOR, Paulus;Dutch;1601-1650
259;BAZILLE, Jean-Frédéric;French;1851-1900
3023;NÚ?EZ DELGADO, Gaspar;Spanish;1551-1600
3175;PELLEGRINO DA SAN DANIELE;Italian;1501-1550
3831;SERRES, Dominic;French;1751-1800
1767;GREVENBROECK, Orazio;Dutch;1701-1750
4379;VIGNON, Charlotte;French;1651-1700
1207;DONATO;Italian;1351-1400
2755;MERCK, Johann Christof;German;1701-1750
4494;WEST, Benjamin;American;1751-1800
301;BELLECHOSE, Henri;French;1401-1450
36;ALBERTI, Giovanni;Italian;1551-1600
3737;SAVERY, Jacob II;Flemish;1601-1650
3355;PREVITALI, Andrea;Italian;1501-1550
175;BAEGERT, Derick;German;1451-1500
806;CAVINO, Giovanni da;Italian;1501-1550
4059;THIELE, Johann Alexander;German;1701-1750
1154;DENTE DA RAVENNA, Marco;Italian;1501-1550
1518;FÜGER, Friedrich Heinrich;German;1751-1800
642;BURCH, Cornelis Jansz. van der Burch;Dutch;1601-1650
1833;HAECHT, Willem van;Flemish;1601-1650
2275;LEDESMA, Blas de;Spanish;1601-1650
2371;LIPPO D'ANDREA DI LIPPO;Italian;1401-1450
1563;GÄRTNER, Eduard;German;1801-1850
3503;RIJCK, Pieter Cornelisz van;Dutch;1601-1650
3707;SANDRART, Joachim von;German;1601-1650
1058;CROME, John;English;1801-1850
876;CIRCIGNANI, Niccol?;Italian;1551-1600
3752;SCHADOW, Wilhelm von;German;1801-1850
4207;UNKNOWN GOLDSMITH, Netherlandish;Netherlandish;1501-1550
3089;PACE DEL CAMPIDOGLIO, Michele;Italian;1651-1700
2785;MICHETTI, Nicola;Italian;1701-1750
4371;VICO, Enea;Italian;1551-1600
3662;RYSSELBERGHE, Théo van;Belgian;1851-1900
767;CASA, Nicol? della;French;1501-1550
1907;HERNÁNDEZ ESTRADA, Jerónimo;Spanish;1551-1600
4061;THIJS, Pieter;Flemish;1651-1700
4362;VESALIUS, Andreas;Flemish;1501-1550
4224;UNKNOWN MASTER, German;German;1301-1350
575;BREEN, Adam van;Dutch;1601-1650
3706;SANDBY, Paul;English;1751-1800
1194;DODIN, Charles-Nicolas;French;1751-1800
4460;WALDMÜLLER, Fedinand Georg;Austrian;1801-1850
9;ABONDIO, Antonio;Italian;1551-1600
3568;ROMANESQUE PAINTER, English;English;1151-1200
3243;PIERONI, Alessandro;Italian;1551-1600
1920;HEUSCH, Jacob de;Dutch;1651-1700
2559;MARTINELLI, Giovanni;Italian;1601-1650
4118;TORRIGIANO, Pietro;Italian;1501-1550
2497;MAN, Cornelis de;Dutch;1651-1700
3728;SARDI, Giuseppe;Italian;1651-1700
4142;TROOST, Cornelis;Dutch;1701-1750
2224;LANDSEER, Sir Edwin Henry;English;1801-1850
3362;PROCACCINI, Giulio Cesare;Italian;1601-1650
3929;SQUARCIONE, Francesco;Italian;1401-1450
4126;TRABALLESI, Bartolomeo;Italian;1551-1600
4321;VERBRUGGEN, Gaspar Peeter the Elder;Flemish;1651-1700
1686;GISSEY, Henri;French;1651-1700
2646;MASTER of the Fontainebleau School;French;1551-1600
3567;ROMANESQUE PAINTER, Catalan;Catalan;1101-1150
1220;DOSSI, Dosso;Italian;1501-1550
2748;MENJAUD, Alexandre;French;1801-1850
2387;LOMAZZO, Giovan Paolo;Italian;1551-1600
2510;MANTEGNA, Andrea;Italian;1451-1500
1290;ECKARDT, Christian Frederik Emil;Danish;1851-1900
3488;RICHIER, Ligier;French;1501-1550
2585;MASTER FRANCKE;German;1401-1450
623;BRUSTOLON, Andrea;Italian;1701-1750
3867;SIRANI, Giovanni Andrea;Italian;1601-1650
229;BARTOLINI, Lorenzo;Italian;1801-1850
2813;MILLET, Jean-François;French;1851-1900
2746;MENGOZZI COLONNA, Girolamo;French;1701-1750
3588;ROMEIJN, Willem;Dutch;1651-1700
390;BIDAULD, Jean-Joseph-Xavier;French;1751-1800
1504;FROMANTIOU, Hendrick de;Dutch;1651-1700
1232;DROOCHSLOOT, Joost Cornelisz.;Dutch;1601-1650
4276;VALLE, Filippo della;Italian;1701-1750
3395;QUESTIERS, Catharina;Dutch;1651-1700
1262;DUPÉRAC, Etienne;French;1551-1600
2179;KRAFFT, Per the Elder;Swedish;1751-1800
2173;KOROVIN, Konstantin Alekseyevich;Russian;1851-1900
139;ASHTON, Julian Rossi;Other;1851-1900
4366;VIANEN, Adam van;Dutch;1601-1650
1643;GIORDANO, Luca;Italian;1651-1700
322;BENING, Simon;Flemish;1501-1550
3893;SOLARIO, Andrea;Italian;1501-1550
4578;ZAVATTARI, Franceschino;Italian;1401-1450
1745;GRANDVILLE, Jean-Jacques;French;1801-1850
3834;SEURAT, Georges;French;1851-1900
648;BURNE-JONES, Edward;English;1851-1900
689;CALS, Adolphe-Félix;French;1851-1900
2086;JORDAENS, Hans III;Flemish;1601-1650
883;CLAESZ., Anthony II;Dutch;1601-1650
556;BRAKENBURG, Richard;Dutch;1651-1700
4315;VELSEN, Jacob van;Dutch;1601-1650
2290;LEISTIKOW, Walter;German;1851-1900
3127;PAOLO DI GIOVANNI FEI;Italian;1351-1400
2548;MAROT, Jean I;French;1651-1700
3828;SERPOTTA, Giacomo;Italian;1651-1700
3091;PACETTI, Vincenzo;Italian;1751-1800
3824;SERLIO, Sebastiano;Italian;1501-1550
4013;TACCA, Pietro;Italian;1601-1650
602;BRONDGEEST, Albertus;Dutch;1801-1850
2683;MASTER THEODERIC;Bohemian;1351-1400
3633;RUCKERS, Hans the Elder;Flemish;1551-1600
888;CLAUDE LORRAIN;French;1651-1700
567;BRAY, Dirck de;Dutch;1651-1700
3246;PIETERSZ., Pieter;Netherlandish;1551-1600
2908;MORO, Giuseppe del;Italian;1751-1800
3403;RAFFAELLINO DEL GARBO;Italian;1451-1500
370;BERTRAND, Philippe;French;1701-1750
3677;SAINT-AUBIN, Gabriel de;French;1751-1800
3219;PFORR, Franz;German;1801-1850
802;CAVAROZZI, Bartolomeo;Italian;1601-1650
1158;DERUET, Claude;French;1601-1650
3510;RINCÓN DE FIGUEROA, Fernando del;Spanish;1451-1500
419;BLIECK, Daniel de;Dutch;1651-1700
1613;GHIBERTI, Lorenzo;Italian;1401-1450
913;COCK, Jan Wellens de;Flemish;1501-1550
969;CORDOBA, Pedro de;Spanish;1451-1500
4374;VIEIRA, Jacinto;Portuguese;1701-1750
3459;RENAISSANCE GLASS PAINTER, French;French;1501-1550
1006;COUDER, Auguste;French;1801-1850
3724;SARACCHI brothers;Italian;1551-1600
1875;HAYDON, Benjamin Robert;English;1801-1850
2853;MOLENAER, Jan Miense;Dutch;1601-1650
3586;ROMBOUTS, Salomon;Dutch;1651-1700
2924;MOUCHERON, Isaac de;Dutch;1701-1750
267;BEAUNEVEU, André;French;1351-1400
4523;WILLIAMS, Hugh William;Scottish;1801-1850
2117;KERRICX, Guillielmus;Flemish;1651-1700
2863;MOMPER, Jan de;Flemish;1651-1700
3965;STORCK, Jacobus;Dutch;1651-1700
1525;GADDI, Taddeo;Italian;1301-1350
3605;ROSSELLI, Matteo;Italian;1601-1650
879;CIUFFAGNI, Bernardo;Italian;1401-1450
3166;PEDON, Bartolomeo;Italian;1701-1750
73;ANCONA, Vito d';Italian;1851-1900
3388;QUELLINUS, Artus I;Flemish;1601-1650
1789;GRUBACS, Carlo;Italian;1801-1850
2421;LORENZO DA VITERBO;Italian;1451-1500
133;ARTHOIS, Jacques d';Flemish;1651-1700
900;CLEVE, Marten van I;Flemish;1551-1600
685;CALLET, Antoine-François;French;1751-1800
653;BUTI, Lodovico;Italian;1551-1600
